player_name_x.1,mp_x.1,raptor_offense_x.1,raptor_defense_x.1,raptor_total_x.1,Rk,Tm,X2021.22,X2022.23,X2023.24,X2024.25,X2025.26,X2026.27,Signed.Using,Guaranteed,X,Raptor_Dollar
Facundo Campazzo,1166,-2.268301441,1.451095434,-0.817206007,254,DEN,3804150,NA,NA,NA,NA,NA,Bi-Annual Exception,3804150,NA,-2.1481960674526505e-7
Isaac Okoro,1476,-1.482732155,-0.008881319,-1.491613473,176,CLE,6720720,7040880,8920795,NA,NA,NA,1st Round Pick,13761600,NA,-2.2194251107024247e-7
Coby White,1299,1.366077089,-2.876154337,-1.510077248,191,CHI,5837760,7413955,NA,NA,NA,NA,1st Round Pick,5837760,NA,-2.5867408869155294e-07
Richaun Holmes,1028,-1.758770978,-1.242819499,-3.001590477,120,SAC,10384500,11215260,12046020,12876780,NA,NA,Early Bird,33645780,NA,-2.890452575473061e-7
Mo Bamba,1482,-2.606955166,0.156198968,-2.450756198,164,ORL,7568742,NA,NA,NA,NA,NA,1st Round Pick,7568742,NA,-3.2379967476761663e-7
Luguentz Dort,1665,-1.164945019,0.58267103,-0.582273989,388,OKC,1782621,1930681,NA,NA,NA,NA,Minimum Salary,625000,NA,-3.266392514168744e-7
Daniel Gafford,1150,0.158829048,-0.75581647,-0.596987422,380,WAS,1782621,1930681,12402000,13394160,14386320,NA,Minimum Salary,43895782,NA,-3.3489307149416503e-7
Carmelo Anthony,1548,0.474209512,-1.373003382,-0.89879387,298,LAL,2641691,NA,NA,NA,NA,NA,Minimum Salary,2641691,NA,-3.4023429310998144e-7
Talen Horton-Tucker,1252,-2.754013686,-0.490005683,-3.244019369,137,LAL,9500000,10260000,11020000,NA,NA,NA,Early Bird,19760000,NA,-3.4147572305263156e-7
Doug McDermott,1220,0.026286757,-4.839052772,-4.812766015,96,SAS,13750000,13750000,13750000,NA,NA,NA,Sign and Trade,41250000,NA,-3.5001934654545456e-7
Grant Williams,1497,-0.816354456,-0.171078545,-0.987433001,307,BOS,2617800,4306281,NA,NA,NA,NA,1st Round Pick,6924081,NA,-3.771995572618229e-7
Jaden McDaniels,1693,-2.401579231,1.545020547,-0.856558684,350,MIN,2063280,2161440,3901399,NA,NA,NA,1st Round Pick,4224720,NA,-4.1514418014035904e-7
Justin Holiday,1764,-0.879849295,-1.618439149,-2.498288443,185,SAC,6006420,6292440,NA,NA,NA,NA,Non Bird,12298860,NA,-4.159363552665315e-7
Terrence Ross,1362,-1.645856806,-3.591512043,-5.237368849,106,ORL,12500000,11500000,NA,NA,NA,NA,Bird Rights,24000000,NA,-4.1898950792e-7
Raul Neto,1166,-0.167448465,-0.761858442,-0.929306908,346,WAS,2089448,NA,NA,NA,NA,NA,Minimum Salary,2089448,NA,-4.447619218090137e-7
P.J. Washington,1351,-0.653167671,-1.24846166,-1.90162933,237,CHO,4215120,5808435,NA,NA,NA,NA,1st Round Pick,10023555,NA,-4.511447669342747e-7
Furkan Korkmaz,1301,-1.201256068,-0.959691419,-2.160947487,224,PHI,4629630,5000000,5370370,NA,NA,NA,Bird,15000000,NA,-4.667646198508304e-7
Cole Anthony,1764,0.257356681,-2.121380194,-1.864023513,264,ORL,3449400,3613680,5539771,NA,NA,NA,1st Round Pick,7063080,NA,-5.403906514176379e-7
Torrey Craig,1259,-2.812710548,-0.01113991,-2.823850459,217,PHO,4878049,5121951,NA,NA,NA,NA,MLE,10000000,NA,-5.788893180449807e-7
Isaiah Stewart,1471,-3.316816104,1.194016544,-2.12279956,269,DET,3277080,3433320,5266713,NA,NA,NA,1st Round Pick,6710400,NA,-6.477716625776606e-7
Chuma Okeke,1378,-3.369589281,1.1463438,-2.223245481,268,ORL,3277080,3433320,5266713,NA,NA,NA,1st Round Pick,6710400,NA,-6.78422705884507e-7
Lonnie Walker IV,1419,-1.686567558,-1.628831839,-3.315399397,229,SAS,4447896,NA,NA,NA,NA,NA,1st Round Pick,4447896,NA,-7.453859975592954e-7
Killian Hayes,1294,-3.824337957,-0.485310383,-4.309648339,193,DET,5572680,5837760,7413955,NA,NA,NA,1st Round Pick,11410440,NA,-7.733529179856012e-7
Cam Reddish,1012,-2.768676498,-0.850985251,-3.61966175,222,NYK,4670160,5954454,NA,NA,NA,NA,1st Round Pick,10624614,NA,-7.75061614591363e-7
Garrett Temple,1059,-3.024434712,-0.790827869,-3.815262581,214,NOP,4910000,5155500,5401000,NA,NA,NA,Sign and Trade,10065500,NA,-7.770392221995926e-7
Jeff Green,1535,-1.856975359,-1.930668945,-3.787644304,227,DEN,4500000,4500000,NA,NA,NA,NA,MLE,4500000,NA,-8.416987342222223e-7
Trey Lyles,1161,-0.638514409,-1.634176359,-2.272690768,311,SAC,2500000,2625000,NA,NA,NA,NA,Cap Space,2500000,NA,-9.090763072e-7
Naz Reid,1034,-1.854935913,0.144363096,-1.710572817,391,MIN,1782621,1930681,NA,NA,NA,NA,,NA,NA,-9.595830055855956e-7
Saddiq Bey,2258,-0.19858235,-2.777022743,-2.975605093,285,DET,2824320,2959080,4556983,NA,NA,NA,1st Round Pick,5783400,NA,-1.0535651388652843e-6
Nickeil Alexander-Walker,1353,-1.859795668,-1.784909556,-3.644705224,270,UTA,3261480,5009633,NA,NA,NA,NA,1st Round Pick,8271113,NA,-1.1175004059506727e-6
Damion Lee,1048,-2.088982215,-0.237558364,-2.326540579,369,GSW,1910860,NA,NA,NA,NA,NA,,NA,NA,-1.217535862909894e-6
Austin Rivers,1139,-1.865214667,-1.308952329,-3.174166996,317,DEN,2401537,NA,NA,NA,NA,NA,Minimum Salary,2401537,NA,-1.3217231281466826e-6
Avery Bradley,1218,-2.841314365,-1.074891115,-3.91620548,305,LAL,2641691,NA,NA,NA,NA,NA,,NA,NA,-1.4824616050855304e-6
Darius Bazley,1680,-4.276958765,-0.445902807,-4.722861572,310,OKC,2513040,4264629,NA,NA,NA,NA,1st Round Pick,6777669,NA,-1.8793419810269635e-6
R.J. Hampton,1005,-3.66662528,-0.751023258,-4.417648537,331,ORL,2303040,2412840,4220057,NA,NA,NA,1st Round Pick,4715880,NA,-1.9181814197756007e-6
Kenyon Martin Jr.,1325,0.464322997,-3.385840329,-2.921517332,430,HOU,1517981,1782621,1930681,NA,NA,NA,,NA,NA,-1.924607311949227e-6
Amir Coffey,1279,0.197904779,-0.523271139,-0.325366359,500,LAC,153488,NA,NA,NA,NA,NA,Minimum Salary,153488,NA,-2.119816265766705e-6
Oshae Brissett,1162,-1.707336286,-1.994983482,-3.702319768,406,IND,1701593,1846738,NA,NA,NA,NA,,NA,NA,-2.1757963085179595e-6
Jordan Nwora,1026,-3.053707508,-1.556533734,-4.610241242,426,MIL,1517981,NA,NA,NA,NA,NA,Minimum Salary,1517981,NA,-3.0370875801475777e-6
